-,-,-
156, -6, 941
111, 15, 1018
124, 9, 1023
124, 9, 1023
117, 14, 1018
127, 10, 1008
142, -2, 1009
124, 4, 999
124, 4, 999
113, 15, 1009
115, 20, 1003
134, 22, 988
134, 22, 988
147, 3, 985
129, 5, 1005
113, 15, 1007
117, 12, 1011
117, 12, 1011
125, 13, 1003
133, 5, 1000
131, -2, 997
123, 5, 1002
123, 5, 1002
123, 6, 1007
124, 10, 1002
120, 19, 1001
105, 43, 1028
105, 43, 1028
121, 32, 1028
-,-,-
96, -8, 1015
120, -14, 974
119, -1, 1030
123, 13, 1009
123, 13, 1009
141, 12, 986
153, -11, 966
152, -17, 1000
124, 7, 1016
117, 20, 996
117, 20, 996
129, 4, 996
141, -23, 995
120, 0, 1006
120, 0, 1006
107, 10, 1013
117, -9, 1012
132, -13, 994
142, -13, 989
142, -13, 989
126, 11, 997
124, 3, 1008
-,-,-
100, -15, 1019
100, -15, 1019
132, -29, 974
147, 0, 995
124, 16, 993
148, 21, 993
148, 21, 993
156, -4, 993
161, -28, 986
151, -11, 999
140, -5, 994
140, -5, 994
129, -3, 1004
126, 2, 1002
130, -3, 1004
143, -17, 994
143, -17, 994
146, -4, 1004
134, 22, 1011
-,-,-
98, 9, 1038
153, 10, 959
181, 5, 974
181, 5, 974
178, -17, 981
161, 6, 998
171, -9, 978
171, -9, 978
179, -18, 987
172, -13, 985
138, 8, 1003
119, 19, 1022
119, 19, 1022
141, 6, 1010
151, 6, 992
164, -5, 991
164, -5, 991
171, -4, 990
174, 3, 981
191, -4, 983
-,-,-
5, 19, 936
12, 19, 935
32, 5, 993
32, 5, 993
38, 8, 992
30, 27, 999
30, 27, 999
34, 45, 1021
34, 25, 998
34, 25, 998
36, 36, 1012
23, 28, 1020
23, 24, 1003
21, 35, 999
21, 35, 999
25, 26, 976
20, 33, 1000
20, 33, 1000
20, 29, 1004
24, 14, 996
21, 19, 1016
21, 19, 1016
22, 19, 1023
17, 28, 1036
16, 18, 1028
39, -8, 1002
39, -8, 1002
-,-,-
15, -1, 1037
15, -1, 1037
30, -7, 984
27, 2, 997
27, 2, 997
9, 7, 1032
19, -10, 1023
27, 2, 1006
27, 2, 1006
28, 0, 1001
18, -5, 1015
9, 24, 1021
9, 24, 1021
0, 16, 1008
3, -10, 987
3, -10, 987
-4, 8, 1015
4, 14, 1019
14, 11, 1001
14, 11, 1001
6, 11, 1006
13, 14, 1004
15, 20, 993
15, 20, 993
9, 14, 1008
10, 7, 1013
10, 7, 1013
-,-,-
32, -33, 1015
-2, 15, 1038
15, 34, 1007
15, 34, 1007
40, 0, 1025
70, 0, 1003
97, 12, 993
97, 12, 993
90, 0, 996
77, -3, 991
77, -3, 991
79, -2, 998
67, 8, 1001
50, 2, 1013
50, 2, 1013
41, 27, 1008
56, 6, 1006
54, 17, 1011
54, 17, 1011
43, 34, 1008
45, 21, 1010
61, 38, 1014
-,-,-
-12, -6, 1012
-1, -18, 1013
-1, -18, 1013
-9, -14, 1016
-9, -13, 1011
-10, -15, 1010
-9, -14, 1010
-9, -15, 1012
-9, -15, 1012
-10, -15, 1009
-10, -16, 1011
-8, -14, 1012
-9, -15, 1012
-9, -15, 1010
-10, -14, 1010
-10, -14, 1010
-12, -13, 1011
-9, -17, 1008
-,-,-
-18, -11, 1004
-3, -19, 1014
-9, -16, 1010
-9, -16, 1010
-12, -15, 1014
-9, -15, 1010
-10, -16, 1011
-10, -16, 1012
-9, -15, 1011
-9, -15, 1011
-10, -16, 1011
-9, -16, 1012
-10, -16, 1012
-10, -16, 1011
-11, -13, 1012
-8, -17, 1012
-,-,-
-10, -16, 1010
-10, -14, 1004
-9, -15, 1012
-11, -18, 1009
-9, -13, 1011
-11, -16, 1011
-10, -16, 1010
-10, -16, 1010
-10, -15, 1012
-10, -15, 1010
-10, -15, 1010
-9, -15, 1011
-9, -15, 1010
-9, -15, 1010
-9, -15, 1010
-10, -15, 1010
-12, -16, 1009
-,-,-
-14, -10, 1030
-5, -20, 985
-9, -15, 1011
-9, -13, 1011
-9, -13, 1011
-10, -14, 1011
-9, -15, 1010
-9, -14, 1011
-9, -14, 1011
-9, -14, 1010
-9, -14, 1010
-9, -15, 1010
-9, -15, 1011
-9, -13, 1011
-10, -15, 1009
-10, -15, 1012
-10, -15, 1012
-,-,-
29, -19, 999
69, -14, 981
69, -14, 981
46, -41, 983
42, -27, 1028
62, -19, 990
65, -17, 973
65, -17, 973
73, -22, 998
80, -35, 1010
71, -28, 1038
71, -28, 1038
74, -28, 1006
73, -33, 1016
72, -42, 1006
75, -42, 990
75, -40, 1006
75, -40, 1006
78, -51, 1011
80, -57, 1025
76, -46, 1011
-,-,-
40, -30, 1024
59, -54, 995
59, -54, 995
50, -75, 1009
36, -79, 1003
37, -76, 1027
32, -49, 1041
32, -49, 1041
35, -49, 1016
36, -55, 1013
33, -52, 1015
38, -55, 1011
32, -57, 1005
32, -57, 1005
31, -54, 995
29, -53, 1005
28, -62, 1011
-,-,-
-8, -5, 1003
-8, -5, 1003
-3, -3, 1009
-7, -4, 1013
-7, -5, 1010
-7, -5, 1010
-6, -5, 1011
-5, -4, 1011
-6, -4, 1011
-6, -5, 1011
-6, -5, 1011
-6, -5, 1009
-6, -5, 1013
-7, -4, 1008
-7, -4, 1008
-6, -1, 1010
-6, -7, 1013
-6, -5, 1009
-,-,-
-11, 0, 1004
-2, -12, 1016
-2, -12, 1016
-6, -8, 1004
-6, -5, 1017
-5, -4, 1008
-8, -9, 1011
-8, -9, 1011
-8, -7, 1010
-6, -7, 1010
-5, -6, 1013
-5, -6, 1013
-6, -6, 1009
-6, -6, 1009
-8, -4, 1009
-8, -4, 1009
-4, -6, 1011
-6, -6, 1011
-8, -10, 1011
-,-,-
86, -49, 967
110, -56, 925
114, -90, 1002
115, -91, 1020
112, -119, 1026
91, -114, 1024
92, -104, 1007
92, -104, 1007
95, -91, 991
99, -91, 996
101, -85, 996
101, -78, 981
101, -78, 981
96, -89, 995
92, -87, 1000
90, -88, 981
89, -97, 1003
86, -101, 1039
-,-,-
61, -114, 1010
85, -98, 988
85, -98, 988
76, -105, 1002
86, -133, 1039
79, -116, 1011
83, -112, 1001
62, -102, 998
60, -100, 993
60, -100, 993
76, -92, 977
82, -94, 983
86, -96, 981
81, -95, 986
81, -95, 986
75, -89, 979
68, -94, 983
67, -97, 993
67, -97, 993
-,-,-
21, -14, 1011
